Employee Code,First Name,Middle Name,Last Name,Date of Birth,Gender,Email Address,Phone Number,Emergency Contact,Address,Highest Degree,Field of Study,Relation With Employee,Relation Contact,Date of Join,Job Title,Department,Employment Type,Monthly Salary,Annual CTC,Pay Grade,Bonus,Benefits,Total Benefit Cost,Budget Allocation,Final Payout,Employee Satisfaction,Engagement Score,Performance
E10162,Vihaan,Advik,Gandhi,1997-10-03,Female,vihaan.gandhi@gmail.com,9225050700,9445099555,"68/54, Joshi Zila, Junagadh, Karnataka, 058263, India",PhD,Marketing,Father,9660881847,2019-12-11,Content Strategist,Marketing,Full-time,88192.42,1058309.04,B,88192.42,"Remote Work, Free Meals",4000,1200000,1150501.46,4.91,3.38,3.85
E10163,Samar,Hiran,Sura,1990-07-02,Female,samar.sura@gmail.com,9107359299,9494378200,"44
Chhabra Path, Sasaram, Manipur, 930174, India",Bachelor's,Finance,Uncle,9429193586,2019-05-31,Accountant,Finance,Part-time,28720.82,344649.83999999997,D,28720.82,Remote Work,2000,360000,375370.66,1.74,4.67,2.4
E10164,Suhana,Samar,Dave,1988-12-26,Female,suhana.dave@gmail.com,9123461403,9152905888,"H.No. 817
Mani Road, Bijapur, Odisha, 845734, India",Master's,Marketing,Father,9141785777,2015-05-19,Content Strategist,Marketing,Part-time,46833.38,562000.5599999999,D,46833.38,"Remote Work, Paid Time Off, Travel Allowance",13000,600000,621833.94,4.28,2.75,2.42
E10165,Nirvi,Inaaya ,Reddy,1977-03-25,Female,nirvi.reddy@gmail.com,9595765188,9166733024,"H.No. 65, Sundaram Path, Khammam, Manipur, 551848, India",Master's,Engineering,Sister,9803073931,2023-09-13,DevOps Engineer,Engineering,Full-time,90680.4,1088164.7999999998,B,90680.4,"Travel Allowance, Gym Membership",9000,1200000,1187845.1999999997,2.67,4.26,3.03
E10166,Zaina,Taimur,Sachdeva,1996-07-18,Female,zaina.sachdeva@gmail.com,9496353817,9117962215,"42/33, Grewal Road, Dibrugarh, Odisha, 018867, India",PhD,Engineering,Sister,9013191476,2019-08-08,System Architect,Engineering,Full-time,106558.88,1278706.56,A,106558.88,"Stock Options, Health Insurance, Gym Membership, Education Assistance",32000,1800000,1417265.44,1.42,3.43,3.24
E10167,Dishani,Dishani,Cheema,1991-05-12,Female,dishani.cheema@gmail.com,9636174713,9511821075,"30/896
Jaggi Street, Amravati, Haryana, 867544, India",Bachelor's,Sales,Mother,9416401293,2021-06-19,Account Manager,Sales,Part-time,47913.81,574965.72,D,47913.81,Remote Work,2000,600000,624879.53,1.96,3.99,3.89
E10168,Yakshit,Vivaan,Sarkar,1989-05-25,Female,yakshit.sarkar@gmail.com,9672456485,9183929939,"H.No. 81, Bhagat Path, Vasai-Virar, Karnataka, 072421, India",Master's,Marketing,Uncle,9752190293,2020-12-06,Content Strategist,Marketing,Part-time,44232.59,530791.08,D,44232.59,Paid Time Off,5000,600000,580023.6699999999,4.94,1.84,2.97
E10169,Lavanya,Krish,Choudhary,1994-12-13,Female,lavanya.choudhary@gmail.com,9162437669,9063392256,"55/07
Madan Chowk, Raipur, Himachal Pradesh, 626399, India",PhD,Marketing,Uncle,9202896681,2023-10-27,Brand Manager,Marketing,Contract,65326.6,783919.2,C,65326.6,"Health Insurance, Remote Work",14000,900000,863245.7999999999,3.88,1.17,3.94
E10170,Jayan,Parinaaz,Sidhu,1979-11-26,Female,jayan.sidhu@gmail.com,9144748377,9907913466,"77/02
Wable Circle, Tumkur, Uttarakhand, 376465, India",Master's,Sales,Aunty,9075903178,2023-11-06,Sales Manager,Sales,Contract,88771.78,1065261.3599999999,B,88771.78,"Remote Work, Travel Allowance",8000,1080000,1162033.14,4.56,2.96,2.81
E10171,Heer,Seher,Sood,1996-08-11,Female,heer.sood@gmail.com,9168218905,9130012408,"67/21
Chauhan Chowk, Bhusawal, Haryana, 698067, India",PhD,Sales,Sister,9398829463,2021-12-01,Sales Executive,Sales,Full-time,51823.5,621882.0,C,51823.5,"Paid Time Off, Travel Allowance, Education Assistance, Health Insurance",30000,720000,703705.5,2.75,2.72,3.89
E10172,Zain,Ira,Bandi,1994-11-25,Female,zain.bandi@gmail.com,9198454673,9105008002,"942
Mall Chowk, Karaikudi, Uttarakhand, 594257, India",Master's,Business Administration,Mother,9351371591,2019-05-25,Recruiter,HR,Part-time,43778.6,525343.2,D,43778.6,Travel Allowance,6000,600000,575121.7999999999,2.56,3.51,4.79
E10173,Tanya,Anvi,Wali,1980-06-20,Female,tanya.wali@gmail.com,9426361533,9094805292,"54
Tak Marg, Varanasi, Himachal Pradesh, 292880, India",Bachelor's,Business Administration,Sister,9077530772,2024-08-06,HR Coordinator,HR,Intern,15368.22,184418.63999999998,D,15368.22,Travel Allowance,6000,216000,205786.86,1.67,4.36,4.1
E10174,Akarsh,Vanya,Koshy,1969-04-21,Female,akarsh.koshy@gmail.com,9256449411,9016008473,"725, Rana Street, Khammam, Jharkhand, 029722, India",Bachelor's,Marketing,Mother,9428559997,2024-04-29,Content Strategist,Marketing,Intern,19187.54,230250.48,D,19187.54,"Education Assistance, Travel Allowance",13000,240000,262438.02,1.12,2.66,3.02
E10175,Khushi,Himmat,Ramanathan,1984-12-12,Female,khushi.ramanathan@gmail.com,9857004846,9239089407,"H.No. 81, Choudhary Ganj, Rourkela, Assam, 144969, India",Bachelor's,Marketing,Sister,9476166768,2022-11-07,Content Strategist,Marketing,Part-time,43399.84,520798.07999999996,D,43399.84,Remote Work,2000,600000,566197.9199999999,4.34,4.56,3.75
E10176,Arnav,Yuvaan,Sarkar,1979-01-11,Female,arnav.sarkar@gmail.com,9971368657,9529657371,"19/741
Ramesh Marg, Mau, Kerala, 962759, India",Master's,Computer Science,Sister,9124311991,2016-09-19,DevOps Engineer,Engineering,Full-time,94149.56,1129794.72,B,94149.56,"Remote Work, Health Insurance",14000,1200000,1237944.28,4.66,1.99,4.9
E10177,Anaya,Ishita,Grover,1976-11-01,Female,anaya.grover@gmail.com,9218444470,9903390699,"39, Ganesh Zila, Bongaigaon, Haryana, 076384, India",Master's,Finance,Father,9928590870,2023-05-17,Finance Manager,Finance,Part-time,55881.47,670577.64,C,55881.47,Travel Allowance,6000,720000,732459.11,4.18,3.99,3.61
E10178,Ehsaan,Kiara,Sarma,1995-01-25,Female,ehsaan.sarma@gmail.com,9898434657,9727063737,"H.No. 20
Chandra Street, Panipat, Andhra Pradesh, 265232, India",PhD,Marketing,Sister,9446673693,2023-06-14,SEO Specialist,Marketing,Part-time,31516.99,378203.88,D,31516.99,Remote Work,2000,480000,411720.87,3.41,1.39,3.57
E10179,Amira,Onkar,Char,2000-02-14,Female,amira.char@gmail.com,9760889688,9963039497,"H.No. 271
Karan Zila, Kochi, Maharashtra, 343087, India",PhD,Marketing,Mother,9201303407,2024-07-26,SEO Specialist,Marketing,Contract,45909.93,550919.16,D,45909.93,"Travel Allowance, Remote Work",8000,720000,604829.0900000001,3.46,4.49,3.93
E10180,Renee,Faiyaz,Raju,1977-04-02,Female,renee.raju@gmail.com,9618994134,9009680634,"H.No. 44, Kannan, Warangal, Uttar Pradesh, 924286, India",Master's,Sales,Uncle,9040918356,2024-06-19,Sales Coordinator,Sales,Intern,15266.22,183194.63999999998,D,15266.22,Education Assistance,7000,216000,205460.86,2.37,2.5,4.66
E10181,Chirag,Kartik,Gokhale,1991-09-17,Female,chirag.gokhale@gmail.com,9287593659,9774288257,"04/184
Virk Marg, Firozabad, Tripura, 756292, India",Master's,Sales,Sister,9115838066,2023-11-14,Account Manager,Sales,Contract,70075.75,840909.0,C,70075.75,"Remote Work, Health Insurance, Travel Allowance",20000,900000,930984.75,2.42,2.61,2.73
E10182,Divij,Kartik,Kapadia,1969-05-27,Female,divij.kapadia@gmail.com,9888044931,9778591956,"H.No. 59
Vyas Zila, Navi Mumbai, Telangana, 595982, India",Bachelor's,Finance,Uncle,9279116798,2024-06-17,Finance Manager,Finance,Intern,21016.65,252199.80000000002,D,21016.65,Travel Allowance,6000,264000,279216.45,3.27,1.89,2.45
E10183,Lagan,Kismat,Soman,1988-09-29,Female,lagan.soman@gmail.com,9433690017,9743623518,"69
Boase, Varanasi, Chhattisgarh, 132907, India",PhD,Computer Science,Aunty,9034377406,2023-12-01,Software Engineer,Engineering,Full-time,98339.87,1180078.44,B,98339.87,"Education Assistance, Gym Membership, Paid Time Off",15000,1200000,1293418.31,4.73,2.18,3.29
E10184,Aayush,Oorja,Bir,1989-02-23,Female,aayush.bir@gmail.com,9263655017,9435924111,"097, Sodhi Ganj, Pali, Andhra Pradesh, 665153, India",Master's,Engineering,Brother,9625330274,2024-05-24,Software Engineer,Engineering,Intern,18150.82,217809.84,D,18150.82,"Education Assistance, Travel Allowance",13000,240000,248960.66,1.95,4.19,2.6
E10185,Uthkarsh,Madhup,Venkatesh,1984-12-07,Female,uthkarsh.venkatesh@gmail.com,9660345630,9627326649,"32, Kala, Tiruchirappalli, Maharashtra, 708194, India",Bachelor's,Computer Science,Father,9070410704,2024-08-04,QA Engineer,Engineering,Contract,46997.43,563969.16,D,46997.43,Health Insurance,12000,720000,622966.5900000001,4.75,1.06,2.12
E10186,Heer,Bhamini,Batta,1974-07-21,Female,heer.batta@gmail.com,9041516920,9821307573,"40
Johal Chowk, Kolhapur, Kerala, 815366, India",Master's,Computer Science,Sister,9834493651,2024-04-26,QA Engineer,Engineering,Intern,17237.89,206854.68,D,17237.89,Education Assistance,7000,216000,231092.57,2.82,4.08,2.58
E10187,Divit,Mamooty,Sane,1985-09-14,Female,divit.sane@gmail.com,9769687623,9415750177,"26/907
Kari Zila, Dhule, Sikkim, 498451, India",Bachelor's,Finance,Brother,9382064695,2023-07-20,Controller,Finance,Contract,62742.91,752914.92,C,62742.91,"Remote Work, Health Insurance",14000,900000,829657.8300000001,2.41,4.46,3.21
E10188,Neelofar,Ayesha,Gade,1989-06-01,Female,neelofar.gade@gmail.com,9753671203,9241494457,"96/709, Baral Zila, Barasat, Mizoram, 666068, India",Bachelor's,Sales,Father,9491074232,2023-09-25,Sales Manager,Sales,Contract,81073.72,972884.64,B,81073.72,"Health Insurance, Travel Allowance, Remote Work",20000,1080000,1073958.36,4.72,2.73,2.26
E10189,Advika,Nayantara,Shroff,1979-11-17,Female,advika.shroff@gmail.com,9556580022,9422814977,"336, Aurora Marg, Imphal, Telangana, 502333, India",PhD,Computer Science,Brother,9474336576,2023-04-27,System Architect,Engineering,Contract,84702.77,1016433.24,B,84702.77,"Remote Work, Health Insurance",14000,1080000,1115136.01,2.0,4.71,4.52
E10190,Yasmin,Riya,Balasubramanian,1979-04-02,Female,yasmin.balasubramanian@gmail.com,9042757581,9821176647,"522, Khalsa Circle, Ratlam, Arunachal Pradesh, 578238, India",Bachelor's,Marketing,Sister,9554684287,2020-10-01,Marketing Manager,Marketing,Full-time,136287.24,1635446.88,A,136287.24,"Stock Options, Remote Work, Gym Membership, Health Insurance, Education Assistance, Travel Allowance, Paid Time Off",45000,1800000,1816734.1199999999,2.0,4.23,4.15
E10191,Vidur,Onkar,Samra,1977-10-09,Female,vidur.samra@gmail.com,9827779109,9408938286,"H.No. 685
Dhaliwal Marg, Bokaro, Goa, 804379, India",PhD,Marketing,Sister,9475790008,2016-03-23,SEO Specialist,Marketing,Full-time,70103.77,841245.24,C,70103.77,"Gym Membership, Retirement Plan, Education Assistance, Health Insurance, Free Meals, Remote Work, Paid Time Off, Stock Options",56000,960000,967349.01,1.23,3.18,2.77
E10192,Zara,Shayak,Joshi,1977-11-23,Female,zara.joshi@gmail.com,9780142436,9516805882,"15/057
Kale Ganj, Machilipatnam, Telangana, 183602, India",Bachelor's,Computer Science,Mother,9363712152,2024-06-08,DevOps Engineer,Engineering,Intern,18237.31,218847.72000000003,D,18237.31,"Travel Allowance, Education Assistance",13000,240000,250085.03000000003,1.28,4.19,4.69
E10193,Tushar,Riya,Hayer,1983-08-24,Female,tushar.hayer@gmail.com,9359223797,9451164751,"56, Brar Nagar, Fatehpur, Arunachal Pradesh, 631286, India",Master's,Engineering,Uncle,9432143729,2022-07-25,System Architect,Engineering,Full-time,119370.22,1432442.6400000001,A,119370.22,Retirement Plan,15000,1800000,1566812.86,1.76,3.89,4.91
E10194,Vritika,Anaya,Sastry,1983-02-27,Female,vritika.sastry@gmail.com,9306338108,9823814110,"68/01, Sinha Chowk, Chandrapur, Manipur, 468733, India",PhD,Sales,Mother,9144961858,2024-04-03,Sales Executive,Sales,Contract,32221.32,386655.83999999997,D,32221.32,"Health Insurance, Travel Allowance",18000,480000,436877.16,2.57,3.0,2.22
E10195,Rhea,Zara,Wason,1987-11-13,Female,rhea.wason@gmail.com,9401461321,9419107291,"H.No. 156
Datta, Ramgarh, Mizoram, 416081, India",PhD,Sales,Brother,9994337808,2018-07-03,Sales Executive,Sales,Part-time,23836.13,286033.56,D,23836.13,Remote Work,2000,360000,311869.69,2.05,3.95,4.88
E10196,Aarna,Amani,Mander,1997-08-02,Female,aarna.mander@gmail.com,9359265379,9041860107,"83/76, Sethi Zila, Berhampore, Meghalaya, 627768, India",Master's,Computer Science,Father,9945982249,2022-01-30,DevOps Engineer,Engineering,Full-time,89932.05,1079184.6,B,89932.05,"Stock Options, Health Insurance, Education Assistance, Remote Work",31000,1200000,1200116.6500000001,1.68,3.83,3.31
E10197,Yuvraj ,Amani,Basak,1975-05-06,Female,yuvraj .basak@gmail.com,9752721784,9258942120,"17, Saraf Chowk, Aizawl, Nagaland, 969448, India",Master's,Business Administration,Mother,9922284431,2024-02-13,Recruiter,HR,Intern,19115.89,229390.68,D,19115.89,Education Assistance,7000,240000,255506.57,2.5,3.08,3.67
E10198,Kiara,Riaan,Borra,2005-02-08,Female,kiara.borra@gmail.com,9975866148,9720429336,"H.No. 491, Viswanathan Nagar, Durg, Chhattisgarh, 359489, India",PhD,Finance,Uncle,9310425863,2024-07-20,Finance Manager,Finance,Intern,20021.86,240262.32,D,20021.86,Travel Allowance,6000,264000,266284.18,1.68,2.22,4.4
E10199,Lagan,Arhaan,Ahluwalia,1992-05-09,Female,lagan.ahluwalia@gmail.com,9503181782,9713320784,"16/50
Saini Chowk, Bhagalpur, Assam, 506848, India",Bachelor's,Finance,Aunty,9469327634,2021-07-23,Accountant,Finance,Part-time,26073.83,312885.96,D,26073.83,Travel Allowance,6000,360000,344959.79000000004,3.78,2.78,4.3
E10200,Farhan,Shamik,Bali,1977-03-06,Male,farhan.bali@gmail.com,9532024713,9084490613,"H.No. 43, Dhar Road, Sonipat, Karnataka, 790192, India",Master's,Finance,Brother,9421125497,2016-07-11,Financial Analyst,Finance,Part-time,37094.08,445128.96,D,37094.08,Paid Time Off,5000,480000,487223.04000000004,4.28,4.13,2.9
E10201,Manjari,Ira,Bhagat,1985-04-14,Female,manjari.bhagat@gmail.com,9018679079,9754256836,"31, Koshy, Cuttack, Himachal Pradesh, 645912, India",Master's,Engineering,Brother,9870621180,2019-10-27,Software Engineer,Engineering,Part-time,48124.65,577495.8,D,48124.65,"Remote Work, Travel Allowance",8000,600000,633620.4500000001,4.6,3.63,3.78
E10202,Nitya,Amira,Walia,2004-10-07,Female,nitya.walia@gmail.com,9677291994,9665820729,"H.No. 30
Chad Circle, Jorhat, Odisha, 643039, India",Master's,Business Administration,Aunty,9675781743,2024-03-27,HR Specialist,HR,Intern,12206.8,146481.59999999998,D,12206.8,Education Assistance,7000,180000,165688.39999999997,4.45,2.87,2.72
E10203,Dhanuk,Manjari,Varkey,1994-08-03,Female,dhanuk.varkey@gmail.com,9308881294,9719734650,"35/823, Sarma Zila, Delhi, Arunachal Pradesh, 586928, India",Bachelor's,Computer Science,Father,9512996215,2015-06-06,QA Engineer,Engineering,Part-time,31831.14,381973.68,D,31831.14,"Remote Work, Travel Allowance",8000,480000,421804.82,4.2,4.6,3.96
E10204,Shalv,Sara,Banerjee,1982-08-17,Female,shalv.banerjee@gmail.com,9323022749,9746282756,"53
Chokshi Marg, Kozhikode, Himachal Pradesh, 657206, India",Bachelor's,Business Administration,Brother,9335917254,2023-04-11,HR Coordinator,HR,Part-time,31912.67,382952.04,D,31912.67,"Paid Time Off, Travel Allowance",11000,480000,425864.70999999996,4.45,2.0,2.67
E10205,Eshani,Ehsaan,Bhandari,2000-06-08,Female,eshani.bhandari@gmail.com,9669423962,9501011160,"H.No. 328, Baria, Faridabad, Arunachal Pradesh, 898001, India",PhD,Computer Science,Mother,9366729226,2019-07-25,DevOps Engineer,Engineering,Full-time,97449.18,1169390.16,B,97449.18,"Stock Options, Paid Time Off, Education Assistance",22000,1200000,1288839.3399999999,4.59,4.32,3.53
E10206,Purab,Aayush,Balasubramanian,1977-09-17,Female,purab.balasubramanian@gmail.com,9259294904,9763435073,"62/95
De Nagar, Delhi, Sikkim, 117482, India",Bachelor's,Computer Science,Uncle,9461437612,2024-03-24,System Architect,Engineering,Intern,20921.11,251053.32,D,20921.11,Education Assistance,7000,264000,278974.43,3.26,1.21,2.23
E10207,Sara,Aaryahi,Manda,1978-10-27,Female,sara.manda@gmail.com,9043761108,9104222061,"72, Master Road, Jehanabad, Arunachal Pradesh, 840046, India",Bachelor's,Finance,Father,9893747464,2024-07-23,Financial Analyst,Finance,Intern,15710.56,188526.72,D,15710.56,"Travel Allowance, Education Assistance",13000,216000,217237.28,4.69,4.45,4.25
E10208,Vritika,Aradhya,Balasubramanian,1981-03-25,Female,vritika.balasubramanian@gmail.com,9215492252,9156963254,"792, Acharya Road, Noida, Tamil Nadu, 240692, India",PhD,Marketing,Brother,9481150606,2016-11-25,Content Strategist,Marketing,Full-time,87534.79,1050417.48,B,87534.79,Stock Options,10000,1200000,1147952.27,3.8,1.01,3.56
E10209,Nishith,Kanav,Bhasin,1990-03-11,Female,nishith.bhasin@gmail.com,9800814590,9224798844,"78/00
Garg Zila, Haldia, Tamil Nadu, 455209, India",Master's,Engineering,Brother,9297241719,2024-02-13,System Architect,Engineering,Intern,21082.58,252990.96000000002,D,21082.58,"Education Assistance, Travel Allowance",13000,264000,287073.54000000004,1.48,3.12,3.4
E10210,Reyansh,Saanvi,Sunder,1993-02-16,Female,reyansh.sunder@gmail.com,9236879372,9126380227,"H.No. 586, Ranganathan Road, Pimpri-Chinchwad, Telangana, 254898, India",Master's,Business Administration,Brother,9654780942,2024-06-20,HR Specialist,HR,Intern,11245.1,134941.2,D,11245.1,"Education Assistance, Travel Allowance",13000,180000,159186.30000000002,2.11,4.41,4.76
E10211,Mahika,Riya,Jain,1998-03-08,Female,mahika.jain@gmail.com,9853252656,9559998562,"82/845, Raja Zila, Panvel, Gujarat, 763653, India",Master's,Sales,Sister,9616227641,2023-05-10,Sales Manager,Sales,Contract,85434.53,1025214.36,B,85434.53,"Travel Allowance, Remote Work",8000,1080000,1118648.89,4.72,2.13,4.24
E10212,Gatik,Nirvaan,Tripathi,1987-09-12,Female,gatik.tripathi@gmail.com,9873398704,9529071500,"00/78
Sarraf Nagar, Udaipur, Sikkim, 793838, India",Master's,Finance,Brother,9971853623,2024-04-17,Financial Analyst,Finance,Contract,58897.46,706769.52,C,58897.46,"Travel Allowance, Remote Work, Health Insurance",20000,720000,785666.98,3.16,3.0,4.17
E10213,Bhavin,Madhup,Sengupta,2004-05-11,Female,bhavin.sengupta@gmail.com,9022372168,9495566256,"H.No. 54, Sha Ganj, Bhusawal, Maharashtra, 981989, India",Master's,Business Administration,Aunty,9762515143,2021-03-12,HR Manager,HR,Full-time,123847.33,1486167.96,A,123847.33,"Remote Work, Education Assistance, Health Insurance, Paid Time Off, Gym Membership",29000,1800000,1639015.29,2.75,3.63,4.75
E10214,Samar,Amira,Gokhale,1996-06-18,Female,samar.gokhale@gmail.com,9538456171,9681284764,"64/55, Thakur Street, Kanpur, Tripura, 122345, India",Master's,Computer Science,Father,9139987190,2020-12-21,Software Engineer,Engineering,Part-time,44168.12,530017.4400000001,D,44168.12,"Paid Time Off, Travel Allowance, Remote Work",13000,600000,587185.56,3.2,2.82,3.27
E10215,Manjari,Vidur,Bath,1969-02-21,Female,manjari.bath@gmail.com,9808027886,9198736255,"H.No. 008
Chatterjee, Bally, Kerala, 870239, India",Master's,Finance,Brother,9121413180,2024-06-09,Financial Analyst,Finance,Contract,46794.63,561535.5599999999,D,46794.63,Remote Work,2000,720000,610330.19,3.61,3.31,3.49
E10216,Dharmajan,Alisha,Rajan,1969-04-28,Female,dharmajan.rajan@gmail.com,9711861656,9258992329,"34
Choudhary Street, Deoghar, Tripura, 181047, India",PhD,Computer Science,Father,9402617545,2024-03-18,System Architect,Engineering,Intern,20826.09,249913.08000000002,D,20826.09,"Travel Allowance, Education Assistance",13000,264000,283739.17000000004,2.36,4.82,4.04
E10217,Kiaan,Ehsaan,Sodhi,1990-12-09,Female,kiaan.sodhi@gmail.com,9040727427,9904183937,"60
Dalal Marg, Gorakhpur, Karnataka, 702958, India",Bachelor's,Engineering,Uncle,9357052733,2022-10-31,QA Engineer,Engineering,Part-time,37923.32,455079.83999999997,D,37923.32,"Remote Work, Travel Allowance",8000,480000,501003.16,4.32,4.04,4.96
E10218,Kiaan,Advik,Bose,1990-05-27,Female,kiaan.bose@gmail.com,9816364088,9233784858,"07
Cheema Circle, Thiruvananthapuram, Mizoram, 119537, India",Bachelor's,Business Administration,Sister,9923532057,2021-12-16,HR Coordinator,HR,Full-time,71605.49,859265.8800000001,C,71605.49,"Stock Options, Remote Work",12000,960000,942871.3700000001,3.52,2.51,4.97
E10219,Mehul,Taimur,Chad,1982-04-18,Female,mehul.chad@gmail.com,9387309375,9584216390,"H.No. 090, Apte, Davanagere, Arunachal Pradesh, 419535, India",Master's,Engineering,Brother,9795780136,2020-02-12,Software Engineer,Engineering,Part-time,46954.19,563450.28,D,46954.19,Paid Time Off,5000,600000,615404.47,4.31,1.66,2.4
E10220,Kaira,Stuvan,Bali,1987-10-28,Female,kaira.bali@gmail.com,9865133614,9700110186,"81, Ratti Street, Bhubaneswar, Jharkhand, 041829, India",PhD,Business Administration,Brother,9704180526,2022-03-03,HR Specialist,HR,Full-time,57171.24,686054.88,C,57171.24,"Paid Time Off, Stock Options, Travel Allowance, Education Assistance, Gym Membership, Remote Work, Retirement Plan",48000,720000,791226.12,3.69,4.2,3.43
E10221,Mamooty,Shanaya,Bhatti,1983-12-18,Female,mamooty.bhatti@gmail.com,9882758886,9813179310,"92/849, Grover Chowk, Kamarhati, Sikkim, 852562, India",Master's,Business Administration,Brother,9417661100,2017-11-03,Recruiter,HR,Full-time,82311.81,987741.72,B,82311.81,"Paid Time Off, Education Assistance, Stock Options, Remote Work, Free Meals, Retirement Plan",41000,1200000,1111053.53,2.01,4.7,3.91
E10222,Rasha,Misha,Issac,1980-11-21,Female,rasha.issac@gmail.com,9867851224,9647026214,"21, Maharaj Circle, Hyderabad, West Bengal, 564991, India",PhD,Sales,Sister,9415623086,2024-04-09,Sales Manager,Sales,Intern,21918.25,263019.0,D,21918.25,"Education Assistance, Travel Allowance",13000,264000,297937.25,2.09,2.31,4.83
E10223,Vaibhav,Chirag,Swamy,1976-08-28,Female,vaibhav.swamy@gmail.com,9631608944,9682914552,"H.No. 33
Gola Street, Firozabad, Uttarakhand, 762034, India",PhD,Business Administration,Sister,9687457754,2024-06-07,HR Specialist,HR,Intern,10632.28,127587.36000000002,D,10632.28,Travel Allowance,6000,180000,144219.64,2.53,3.95,3.77
E10224,Advik,Adah,Mani,1975-03-18,Female,advik.mani@gmail.com,9988226786,9579558593,"H.No. 14, Mammen Circle, Allahabad, Madhya Pradesh, 302834, India",Master's,Marketing,Aunty,9655906427,2024-03-25,Brand Manager,Marketing,Contract,63650.64,763807.6799999999,C,63650.64,"Health Insurance, Travel Allowance",18000,900000,845458.32,2.71,2.62,4.22
E10225,Dharmajan,Aaryahi,Dora,1984-08-13,Female,dharmajan.dora@gmail.com,9530272396,9379362208,"H.No. 55
Bath Zila, Gorakhpur, Goa, 488983, India",PhD,Marketing,Uncle,9027552805,2018-11-05,SEO Specialist,Marketing,Full-time,76793.29,921519.48,C,76793.29,"Free Meals, Retirement Plan, Health Insurance, Remote Work, Stock Options, Paid Time Off, Education Assistance, Gym Membership",56000,960000,1054312.77,4.82,3.13,3.79
E10226,Rati,Mannat,Iyengar,1978-12-04,Male,rati.iyengar@gmail.com,9182143742,9076346518,"64
Dhawan, Junagadh, Bihar, 911366, India",PhD,Marketing,Aunty,9243121231,2016-09-20,Marketing Manager,Marketing,Full-time,129332.78,1551993.3599999999,A,129332.78,"Free Meals, Paid Time Off, Travel Allowance, Education Assistance, Stock Options, Gym Membership, Retirement Plan, Health Insurance",60000,1800000,1741326.14,3.5,2.78,4.48
E10227,Oorja,Jayan,Raj,1971-09-10,Female,oorja.raj@gmail.com,9243360459,9799731939,"56/594
Kurian Marg, Madhyamgram, Kerala, 754349, India",PhD,Sales,Aunty,9988508886,2024-07-27,Sales Executive,Sales,Intern,14173.7,170084.40000000002,D,14173.7,"Travel Allowance, Education Assistance",13000,180000,197258.10000000003,3.55,3.91,3.16
E10228,Parinaaz,Rania,Thakkar,1985-01-06,Female,parinaaz.thakkar@gmail.com,9125471865,9501789139,"14
Chawla Circle, Gandhinagar, Mizoram, 826910, India",Master's,Engineering,Father,9566932450,2024-02-25,DevOps Engineer,Engineering,Intern,19429.74,233156.88,D,19429.74,"Travel Allowance, Education Assistance",13000,240000,265586.62,4.53,1.44,2.42
E10229,Devansh,Himmat,Ganesan,1987-11-12,Female,devansh.ganesan@gmail.com,9409621642,9571603047,"77/13
Srinivasan, Madanapalle, Meghalaya, 506470, India",Master's,Business Administration,Father,9832455625,2024-03-08,Recruiter,HR,Intern,19469.31,233631.72000000003,D,19469.31,Travel Allowance,6000,240000,259101.03000000003,1.32,2.3,4.13
E10230,Arhaan,Kiara,Dalal,2000-04-01,Female,arhaan.dalal@gmail.com,9688547461,9819477247,"763
Lalla Circle, Jamnagar, Haryana, 168524, India",PhD,Computer Science,Uncle,9726449495,2016-10-10,Software Engineer,Engineering,Full-time,85122.23,1021466.76,B,85122.23,"Paid Time Off, Travel Allowance, Retirement Plan, Health Insurance",38000,1200000,1144588.99,1.28,4.97,3.28
E10231,Miraya,Kiara,Verma,1984-07-15,Female,miraya.verma@gmail.com,9295714748,9287787065,"40/96
Kumar Street, Raipur, Maharashtra, 836088, India",Bachelor's,Finance,Father,9558272483,2024-04-20,Financial Analyst,Finance,Intern,15890.85,190690.2,D,15890.85,Travel Allowance,6000,216000,212581.05000000002,1.98,1.0,4.07
E10232,Kaira,Shlok,Mannan,2001-05-08,Female,kaira.mannan@gmail.com,9886612655,9304974291,"H.No. 96
Bansal Street, Kalyan-Dombivli, Nagaland, 005223, India",Bachelor's,Marketing,Brother,9722974536,2020-05-23,SEO Specialist,Marketing,Part-time,32932.04,395184.48,D,32932.04,"Travel Allowance, Paid Time Off, Remote Work",13000,480000,441116.51999999996,1.67,3.61,4.81
E10233,Pihu,Armaan,Sura,1986-05-18,Female,pihu.sura@gmail.com,9447884094,9144014867,"02/80, Dara Street, Nagpur, Chhattisgarh, 073536, India",PhD,Finance,Sister,9397983374,2023-11-24,Accountant,Finance,Contract,31690.56,380286.72000000003,D,31690.56,"Travel Allowance, Remote Work, Health Insurance",20000,480000,431977.28,2.82,1.94,2.54
E10234,Manjari,Farhan,Kale,1980-01-23,Female,manjari.kale@gmail.com,9479123470,9595244543,"60/91, Bhattacharyya Circle, Amaravati, Assam, 218534, India",Bachelor's,Business Administration,Brother,9506605373,2016-12-26,HR Coordinator,HR,Full-time,77073.68,924884.1599999999,C,77073.68,"Paid Time Off, Stock Options, Free Meals, Health Insurance, Gym Membership, Retirement Plan, Education Assistance, Remote Work",56000,960000,1057957.8399999999,3.04,4.82,4.61
